Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed,Time Case Closed
216,2020-01-10,2020-01-09,09:23,Ahmedabad,163,SHOPLIFTING,14,F,Knife,Other Crime,18,No,,
217,2020-01-12,2020-01-10,05:32,Kolkata,572,COUNTERFEITING,73,M,None,Other Crime,2,Yes,2020-02-23,18:00
218,2020-01-11,2020-01-10,23:36,Surat,561,FRAUD,49,F,Other,Other Crime,18,No,,
219,2020-01-12,2020-01-10,08:44,Pune,336,TRAFFIC VIOLATION,61,M,Other,Traffic Fatality,10,No,,
220,2020-01-12,2020-01-10,17:27,Nagpur,563,BURGLARY,68,F,Knife,Other Crime,18,No,,
221,2020-01-10,2020-01-10,03:16,Kolkata,218,VEHICLE - STOLEN,24,F,None,Violent Crime,1,Yes,2020-02-15,23:00
222,2020-01-11,2020-01-10,05:29,Ludhiana,276,KIDNAPPING,69,F,Poison,Other Crime,7,Yes,2020-01-22,08:00
223,2020-01-11,2020-01-10,19:37,Bangalore,570,FRAUD,55,F,Poison,Other Crime,11,No,,
224,2020-01-12,2020-01-10,23:31,Chennai,307,ROBBERY,49,F,Knife,Violent Crime,19,Yes,2020-05-01,21:00
225,2020-01-10,2020-01-10,00:10,Bangalore,153,CYBERCRIME,40,F,Firearm,Other Crime,5,Yes,2020-04-01,19:00
226,2020-01-10,2020-01-10,15:46,Surat,340,HOMICIDE,51,F,Explosives,Other Crime,8,No,,
227,2020-01-12,2020-01-10,23:35,Mumbai,365,VANDALISM,35,F,Poison,Other Crime,15,Yes,2020-03-16,16:00
228,2020-01-10,2020-01-10,01:56,Pune,269,COUNTERFEITING,65,F,Blunt Object,Other Crime,6,No,,
229,2020-01-13,2020-01-10,04:03,Jaipur,247,VEHICLE - STOLEN,61,F,Other,Violent Crime,18,Yes,2020-02-25,05:00
230,2020-01-11,2020-01-10,08:27,Ahmedabad,190,VANDALISM,35,M,Poison,Other Crime,8,No,,
231,2020-01-12,2020-01-10,22:47,Pune,429,IDENTITY THEFT,45,M,Blunt Object,Violent Crime,1,No,,
232,2020-01-12,2020-01-10,04:38,Patna,547,ARSON,32,F,None,Fire Accident,12,Yes,2020-02-15,15:00
233,2020-01-12,2020-01-10,19:09,Mumbai,136,HOMICIDE,11,F,Other,Other Crime,9,No,,
234,2020-01-11,2020-01-10,03:46,Kolkata,254,ASSAULT,40,M,Poison,Violent Crime,14,No,,
235,2020-01-12,2020-01-10,20:30,Mumbai,514,TRAFFIC VIOLATION,23,F,Firearm,Traffic Fatality,19,Yes,2020-01-14,21:00
236,2020-01-13,2020-01-10,22:34,Ludhiana,105,ARSON,14,M,Poison,Fire Accident,12,Yes,2020-04-07,02:00
237,2020-01-12,2020-01-10,06:53,Visakhapatnam,561,CYBERCRIME,23,M,Other,Other Crime,7,No,,
238,2020-01-12,2020-01-10,04:23,Chennai,583,CYBERCRIME,35,M,Knife,Other Crime,4,No,,
239,2020-01-12,2020-01-10,10:13,Delhi,418,FIREARM OFFENSE,65,M,Knife,Fire Accident,15,No,,
240,2020-01-11,2020-01-10,11:41,Hyderabad,466,FIREARM OFFENSE,51,F,Knife,Fire Accident,13,No,,
241,2020-01-12,2020-01-11,00:34,Mumbai,402,COUNTERFEITING,35,F,Other,Other Crime,17,No,,
242,2020-01-11,2020-01-11,03:03,Bangalore,188,VANDALISM,59,F,Blunt Object,Other Crime,1,Yes,2020-02-12,08:00
243,2020-01-12,2020-01-11,11:51,Pune,512,FRAUD,48,F,Knife,Other Crime,4,Yes,2020-04-06,01:00
244,2020-01-13,2020-01-11,10:11,Kalyan,388,SEXUAL ASSAULT,18,F,Poison,Violent Crime,19,Yes,2020-08-21,22:00
245,2020-01-13,2020-01-11,14:49,Nagpur,423,ROBBERY,58,F,Firearm,Violent Crime,17,Yes,2020-06-27,00:00
246,2020-01-11,2020-01-11,17:14,Kolkata,399,ILLEGAL POSSESSION,65,F,Knife,Other Crime,7,No,,
247,2020-01-13,2020-01-11,08:58,Nagpur,432,EXTORTION,38,F,Blunt Object,Other Crime,6,Yes,2020-03-24,11:00
248,2020-01-14,2020-01-11,20:32,Ahmedabad,262,IDENTITY THEFT,77,F,Explosives,Violent Crime,13,Yes,2020-02-28,03:00
249,2020-01-13,2020-01-11,07:14,Thane,293,DOMESTIC VIOLENCE,70,F,Explosives,Violent Crime,8,Yes,2020-03-26,23:00
250,2020-01-13,2020-01-11,21:57,Nagpur,164,EXTORTION,11,F,Other,Other Crime,17,Yes,2020-01-23,22:00
251,2020-01-14,2020-01-11,02:39,Delhi,342,FIREARM OFFENSE,45,F,Other,Fire Accident,13,No,,
252,2020-01-13,2020-01-11,15:11,Thane,182,SHOPLIFTING,71,F,Firearm,Other Crime,3,Yes,2020-03-31,05:00
253,2020-01-12,2020-01-11,01:17,Hyderabad,362,TRAFFIC VIOLATION,11,M,Other,Traffic Fatality,10,Yes,2020-02-06,03:00
254,2020-01-12,2020-01-11,15:04,Nashik,123,ILLEGAL POSSESSION,39,M,None,Other Crime,3,Yes,2020-01-20,18:00
255,2020-01-14,2020-01-11,21:38,Meerut,233,FIREARM OFFENSE,68,M,Explosives,Fire Accident,18,No,,
256,2020-01-13,2020-01-11,06:45,Kolkata,581,PUBLIC INTOXICATION,76,M,Explosives,Other Crime,9,Yes,2020-01-20,17:00
257,2020-01-12,2020-01-11,00:13,Hyderabad,230,EXTORTION,47,M,Blunt Object,Other Crime,4,Yes,2020-02-10,13:00
258,2020-01-11,2020-01-11,17:21,Ahmedabad,402,IDENTITY THEFT,22,F,Other,Violent Crime,18,No,,
259,2020-01-12,2020-01-11,22:11,Mumbai,151,EXTORTION,33,M,Poison,Other Crime,8,Yes,2020-04-02,22:00
260,2020-01-13,2020-01-11,08:18,Indore,366,KIDNAPPING,55,F,Firearm,Other Crime,11,No,,
261,2020-01-12,2020-01-11,01:13,Chennai,542,BURGLARY,11,F,None,Other Crime,7,Yes,2020-05-28,20:00
262,2020-01-12,2020-01-11,07:49,Ghaziabad,145,COUNTERFEITING,49,M,Blunt Object,Other Crime,13,Yes,2020-02-06,22:00
263,2020-01-12,2020-01-11,08:50,Kolkata,142,IDENTITY THEFT,56,F,Poison,Violent Crime,12,No,,
264,2020-01-13,2020-01-11,22:04,Kanpur,261,SEXUAL ASSAULT,69,F,Knife,Violent Crime,11,Yes,2020-12-18,22:00
265,2020-01-12,2020-01-12,19:08,Visakhapatnam,152,COUNTERFEITING,79,F,Blunt Object,Other Crime,14,Yes,2020-02-21,17:00
266,2020-01-12,2020-01-12,03:39,Chennai,430,IDENTITY THEFT,17,F,Explosives,Violent Crime,19,No,,
267,2020-01-13,2020-01-12,08:13,Nagpur,203,ILLEGAL POSSESSION,71,F,Explosives,Other Crime,6,No,,
268,2020-01-14,2020-01-12,23:31,Kanpur,508,KIDNAPPING,16,F,Knife,Other Crime,8,Yes,2020-01-24,10:00
269,2020-01-12,2020-01-12,08:35,Surat,590,ROBBERY,71,M,Other,Violent Crime,10,No,,
270,2020-01-15,2020-01-12,07:42,Srinagar,491,SHOPLIFTING,50,M,Explosives,Other Crime,11,Yes,2020-02-28,00:00
271,2020-01-13,2020-01-12,08:31,Indore,586,DRUG OFFENSE,38,M,Blunt Object,Other Crime,8,No,,
272,2020-01-14,2020-01-12,23:49,Hyderabad,292,PUBLIC INTOXICATION,39,F,Knife,Other Crime,3,Yes,2020-02-06,20:00
273,2020-01-13,2020-01-12,11:51,Delhi,584,IDENTITY THEFT,36,M,Other,Violent Crime,3,No,,
274,2020-01-14,2020-01-12,14:37,Bangalore,515,VEHICLE - STOLEN,56,F,None,Violent Crime,6,No,,
275,2020-01-14,2020-01-12,04:01,Bhopal,350,TRAFFIC VIOLATION,78,M,Blunt Object,Traffic Fatality,16,No,,
276,2020-01-14,2020-01-12,06:07,Ahmedabad,546,ASSAULT,21,M,Other,Violent Crime,1,No,,
277,2020-01-12,2020-01-12,10:15,Indore,115,ASSAULT,10,F,Poison,Violent Crime,14,No,,
278,2020-01-15,2020-01-12,13:29,Bhopal,254,TRAFFIC VIOLATION,44,F,Knife,Traffic Fatality,7,No,,
279,2020-01-14,2020-01-12,04:56,Chennai,410,TRAFFIC VIOLATION,58,M,Knife,Traffic Fatality,8,Yes,2020-01-30,09:00
280,2020-01-13,2020-01-12,04:19,Ludhiana,217,KIDNAPPING,45,F,Blunt Object,Other Crime,18,Yes,2020-04-07,05:00
281,2020-01-15,2020-01-12,10:14,Srinagar,189,FIREARM OFFENSE,12,F,Poison,Fire Accident,3,No,,
282,2020-01-13,2020-01-12,00:49,Ludhiana,180,FRAUD,62,F,Other,Other Crime,2,Yes,2020-03-14,12:00
283,2020-01-13,2020-01-12,01:20,Ludhiana,215,BURGLARY,48,F,Blunt Object,Other Crime,7,No,,
284,2020-01-14,2020-01-12,03:34,Mumbai,481,ARSON,55,F,None,Fire Accident,5,Yes,2020-03-28,19:00
285,2020-01-14,2020-01-12,15:38,Indore,577,ASSAULT,70,F,Blunt Object,Violent Crime,6,No,,
286,2020-01-15,2020-01-12,05:53,Mumbai,212,SHOPLIFTING,38,M,Other,Other Crime,11,Yes,2020-03-25,04:00
287,2020-01-13,2020-01-12,16:05,Pune,244,VEHICLE - STOLEN,12,F,Explosives,Violent Crime,3,Yes,2020-02-01,00:00
288,2020-01-14,2020-01-12,01:39,Bangalore,363,IDENTITY THEFT,30,F,Firearm,Violent Crime,9,Yes,2020-03-29,15:00
289,2020-01-14,2020-01-13,15:29,Chennai,550,ILLEGAL POSSESSION,25,F,Blunt Object,Other Crime,3,Yes,2020-01-25,08:00
290,2020-01-15,2020-01-13,10:14,Ahmedabad,484,EXTORTION,22,F,Other,Other Crime,9,No,,
291,2020-01-13,2020-01-13,08:25,Chennai,515,SHOPLIFTING,69,F,Explosives,Other Crime,15,No,,
292,2020-01-15,2020-01-13,20:23,Chennai,307,BURGLARY,31,F,Poison,Other Crime,16,No,,
293,2020-01-14,2020-01-13,11:50,Thane,289,BURGLARY,59,M,Poison,Other Crime,9,No,,
294,2020-01-14,2020-01-13,10:55,Chennai,562,ASSAULT,51,F,Blunt Object,Violent Crime,4,Yes,2020-02-07,17:00
295,2020-01-15,2020-01-13,11:43,Bangalore,568,DOMESTIC VIOLENCE,48,M,Poison,Violent Crime,6,Yes,2020-03-07,15:00
296,2020-01-13,2020-01-13,13:14,Kolkata,262,VANDALISM,62,M,Other,Other Crime,4,Yes,2020-01-25,17:00
297,2020-01-13,2020-01-13,16:27,Delhi,546,TRAFFIC VIOLATION,50,M,Explosives,Traffic Fatality,5,No,,
298,2020-01-15,2020-01-13,04:47,Kolkata,199,IDENTITY THEFT,32,M,Explosives,Violent Crime,19,Yes,2020-01-26,06:00
299,2020-01-15,2020-01-13,04:55,Srinagar,513,SEXUAL ASSAULT,40,F,Other,Violent Crime,1,No,,
300,2020-01-15,2020-01-13,04:57,Nagpur,256,ROBBERY,55,F,Blunt Object,Violent Crime,7,Yes,2020-04-05,07:00
301,2020-01-16,2020-01-13,08:43,Jaipur,390,IDENTITY THEFT,64,M,None,Violent Crime,6,No,,
302,2020-01-16,2020-01-13,00:49,Chennai,206,ARSON,59,F,None,Fire Accident,12,Yes,2020-04-09,01:00
303,2020-01-13,2020-01-13,21:22,Kanpur,491,DOMESTIC VIOLENCE,12,F,Blunt Object,Violent Crime,4,No,,
304,2020-01-15,2020-01-13,20:23,Kalyan,139,PUBLIC INTOXICATION,30,F,None,Other Crime,11,Yes,2020-01-17,00:00
305,2020-01-13,2020-01-13,16:47,Pune,126,TRAFFIC VIOLATION,13,F,Knife,Traffic Fatality,13,Yes,2020-01-21,22:00
306,2020-01-14,2020-01-13,07:31,Faridabad,431,FIREARM OFFENSE,27,M,Poison,Fire Accident,19,No,,
307,2020-01-14,2020-01-13,22:40,Kanpur,528,TRAFFIC VIOLATION,50,F,Firearm,Traffic Fatality,3,Yes,2020-01-15,01:00
308,2020-01-15,2020-01-13,07:24,Indore,282,COUNTERFEITING,66,F,Other,Other Crime,5,No,,
309,2020-01-14,2020-01-13,17:26,Bangalore,577,SEXUAL ASSAULT,26,M,Firearm,Violent Crime,12,Yes,2021-07-10,12:00
310,2020-01-15,2020-01-13,16:26,Ahmedabad,494,DOMESTIC VIOLENCE,35,F,Poison,Violent Crime,9,Yes,2020-01-30,17:00
311,2020-01-16,2020-01-13,16:21,Delhi,395,DRUG OFFENSE,29,F,None,Other Crime,6,Yes,2020-04-04,17:00
312,2020-01-15,2020-01-13,12:22,Kolkata,276,ARSON,32,F,Firearm,Fire Accident,11,No,,
313,2020-01-15,2020-01-14,16:05,Bangalore,560,DRUG OFFENSE,37,F,Firearm,Other Crime,13,No,,
314,2020-01-15,2020-01-14,04:12,Bangalore,217,ASSAULT,18,F,Firearm,Violent Crime,6,No,,
315,2020-01-16,2020-01-14,17:13,Kanpur,389,BURGLARY,60,M,Poison,Other Crime,1,Yes,2020-04-24,04:00
316,2020-01-14,2020-01-14,19:05,Delhi,361,BURGLARY,42,M,Other,Other Crime,11,Yes,2020-07-01,20:00
317,2020-01-14,2020-01-14,12:47,Mumbai,269,DOMESTIC VIOLENCE,42,F,Knife,Violent Crime,1,Yes,2020-01-23,13:00
318,2020-01-15,2020-01-14,19:04,Nashik,106,COUNTERFEITING,67,M,None,Other Crime,5,No,,
319,2020-01-15,2020-01-14,13:56,Lucknow,330,VANDALISM,79,F,Other,Other Crime,13,No,,
320,2020-01-16,2020-01-14,02:59,Bangalore,190,ARSON,41,M,Knife,Fire Accident,2,No,,
321,2020-01-16,2020-01-14,17:56,Pune,446,FRAUD,45,M,Poison,Other Crime,7,No,,
322,2020-01-15,2020-01-14,15:37,Kolkata,503,TRAFFIC VIOLATION,62,M,None,Traffic Fatality,18,Yes,2020-01-28,16:00
323,2020-01-15,2020-01-14,21:12,Bangalore,471,ARSON,64,F,Explosives,Fire Accident,18,No,,
324,2020-01-15,2020-01-14,18:59,Mumbai,526,FRAUD,67,M,Knife,Other Crime,6,No,,
325,2020-01-17,2020-01-14,20:43,Bangalore,589,SHOPLIFTING,67,F,Explosives,Other Crime,6,Yes,2020-01-31,07:00
326,2020-01-17,2020-01-14,05:46,Visakhapatnam,344,VANDALISM,45,F,Explosives,Other Crime,9,No,,
327,2020-01-16,2020-01-14,12:44,Patna,470,ROBBERY,53,F,Poison,Violent Crime,15,No,,
328,2020-01-14,2020-01-14,13:02,Bangalore,506,BURGLARY,68,M,Firearm,Other Crime,6,No,,
329,2020-01-15,2020-01-14,02:16,Mumbai,187,ARSON,70,M,Knife,Fire Accident,7,No,,
330,2020-01-17,2020-01-14,16:31,Surat,570,DRUG OFFENSE,42,F,Other,Other Crime,5,Yes,2020-02-23,16:00
331,2020-01-16,2020-01-14,13:53,Delhi,358,ARSON,15,F,Poison,Fire Accident,18,Yes,2020-03-25,00:00
332,2020-01-15,2020-01-14,21:22,Delhi,586,ILLEGAL POSSESSION,57,M,Knife,Other Crime,17,Yes,2020-02-10,16:00
333,2020-01-15,2020-01-14,07:04,Mumbai,534,COUNTERFEITING,70,M,Explosives,Other Crime,14,Yes,2020-03-12,07:00
334,2020-01-16,2020-01-14,13:22,Hyderabad,225,VANDALISM,42,M,None,Other Crime,8,No,,
335,2020-01-16,2020-01-14,21:18,Bangalore,331,SHOPLIFTING,77,F,Poison,Other Crime,1,No,,
336,2020-01-15,2020-01-14,20:02,Ahmedabad,359,SHOPLIFTING,40,F,None,Other Crime,5,Yes,2020-02-12,02:00
337,2020-01-15,2020-01-15,15:06,Delhi,574,COUNTERFEITING,53,F,Other,Other Crime,7,No,,
338,2020-01-17,2020-01-15,06:07,Faridabad,477,SEXUAL ASSAULT,21,M,Other,Violent Crime,12,Yes,2020-08-31,22:00
339,2020-01-16,2020-01-15,10:01,Kanpur,419,DOMESTIC VIOLENCE,64,F,None,Violent Crime,6,Yes,2020-03-16,06:00
340,2020-01-15,2020-01-15,17:40,Ahmedabad,167,PUBLIC INTOXICATION,36,F,Knife,Other Crime,13,Yes,2020-02-07,20:00
341,2020-01-17,2020-01-15,16:24,Pune,101,ROBBERY,14,F,Knife,Violent Crime,12,Yes,2020-07-13,08:00
342,2020-01-15,2020-01-15,04:41,Delhi,356,KIDNAPPING,30,F,Blunt Object,Other Crime,10,No,,
343,2020-01-16,2020-01-15,21:41,Pune,390,CYBERCRIME,46,M,Firearm,Other Crime,16,Yes,2020-03-30,23:00
344,2020-01-16,2020-01-15,07:58,Ghaziabad,559,ASSAULT,48,F,None,Violent Crime,3,Yes,2020-04-12,06:00
345,2020-01-15,2020-01-15,10:55,Meerut,344,SEXUAL ASSAULT,60,F,Firearm,Violent Crime,19,No,,
346,2020-01-17,2020-01-15,04:37,Delhi,385,BURGLARY,11,M,Firearm,Other Crime,13,No,,
347,2020-01-17,2020-01-15,09:08,Mumbai,236,DOMESTIC VIOLENCE,76,F,Other,Violent Crime,14,No,,
348,2020-01-17,2020-01-15,05:33,Delhi,277,ILLEGAL POSSESSION,55,M,Knife,Other Crime,13,Yes,2020-02-13,06:00
349,2020-01-17,2020-01-15,09:42,Lucknow,343,TRAFFIC VIOLATION,17,F,None,Traffic Fatality,19,No,,
350,2020-01-16,2020-01-15,18:19,Bangalore,387,PUBLIC INTOXICATION,50,F,Poison,Other Crime,7,Yes,2020-02-09,10:00
351,2020-01-18,2020-01-15,05:48,Pune,168,VEHICLE - STOLEN,73,F,Firearm,Violent Crime,2,No,,
352,2020-01-15,2020-01-15,01:58,Mumbai,270,CYBERCRIME,44,F,Blunt Object,Other Crime,11,Yes,2020-02-25,19:00
353,2020-01-16,2020-01-15,09:30,Delhi,205,ILLEGAL POSSESSION,64,F,Explosives,Other Crime,12,Yes,2020-03-07,09:00
354,2020-01-16,2020-01-15,05:24,Vasai,272,EXTORTION,78,F,Explosives,Other Crime,12,Yes,2020-03-20,12:00
355,2020-01-16,2020-01-15,00:09,Nashik,226,HOMICIDE,54,F,Other,Other Crime,8,No,,
356,2020-01-18,2020-01-15,21:21,Pune,562,BURGLARY,25,F,Poison,Other Crime,19,No,,
357,2020-01-18,2020-01-15,16:30,Delhi,328,CYBERCRIME,44,M,Knife,Other Crime,11,No,,
358,2020-01-17,2020-01-15,09:44,Lucknow,224,DRUG OFFENSE,12,F,Firearm,Other Crime,2,No,,
359,2020-01-16,2020-01-15,18:11,Lucknow,503,ASSAULT,31,F,Other,Violent Crime,3,Yes,2020-03-04,20:00
360,2020-01-17,2020-01-15,04:29,Kolkata,418,BURGLARY,14,F,Explosives,Other Crime,2,Yes,2020-04-12,03:00
361,2020-01-17,2020-01-16,01:07,Meerut,568,ILLEGAL POSSESSION,14,M,Knife,Other Crime,9,No,,
362,2020-01-17,2020-01-16,16:35,Ludhiana,502,CYBERCRIME,26,F,Poison,Other Crime,17,Yes,2020-02-04,17:00
363,2020-01-17,2020-01-16,13:30,Jaipur,227,ILLEGAL POSSESSION,51,F,Firearm,Other Crime,6,No,,
364,2020-01-17,2020-01-16,12:08,Nagpur,583,KIDNAPPING,11,F,None,Other Crime,16,No,,
365,2020-01-19,2020-01-16,06:19,Jaipur,417,IDENTITY THEFT,43,F,None,Violent Crime,15,No,,
366,2020-01-16,2020-01-16,09:39,Nagpur,512,FRAUD,69,M,None,Other Crime,14,No,,
367,2020-01-16,2020-01-16,08:38,Nashik,511,ILLEGAL POSSESSION,59,M,Knife,Other Crime,13,No,,
368,2020-01-16,2020-01-16,21:25,Chennai,392,KIDNAPPING,31,M,None,Other Crime,15,No,,
369,2020-01-19,2020-01-16,11:57,Indore,151,ILLEGAL POSSESSION,46,F,Explosives,Other Crime,7,No,,
370,2020-01-19,2020-01-16,02:08,Bangalore,213,COUNTERFEITING,28,M,Poison,Other Crime,19,Yes,2020-03-29,04:00
371,2020-01-19,2020-01-16,08:59,Ghaziabad,339,EXTORTION,62,F,Knife,Other Crime,19,No,,
372,2020-01-17,2020-01-16,06:35,Delhi,286,FIREARM OFFENSE,36,F,Knife,Fire Accident,15,No,,
373,2020-01-17,2020-01-16,21:32,Delhi,282,SEXUAL ASSAULT,24,F,Blunt Object,Violent Crime,8,No,,
374,2020-01-19,2020-01-16,13:15,Meerut,552,DOMESTIC VIOLENCE,36,F,Other,Violent Crime,8,Yes,2020-02-25,08:00
375,2020-01-18,2020-01-16,20:37,Delhi,510,DRUG OFFENSE,28,F,Other,Other Crime,11,No,,
376,2020-01-19,2020-01-16,04:29,Lucknow,558,BURGLARY,29,F,Blunt Object,Other Crime,19,Yes,2020-03-31,11:00
377,2020-01-16,2020-01-16,17:57,Indore,432,BURGLARY,44,M,Blunt Object,Other Crime,18,Yes,2020-04-15,23:00
378,2020-01-17,2020-01-16,11:31,Mumbai,103,BURGLARY,27,F,None,Other Crime,12,Yes,2020-06-11,19:00
379,2020-01-19,2020-01-16,00:53,Delhi,456,DRUG OFFENSE,19,F,Knife,Other Crime,8,No,,
380,2020-01-17,2020-01-16,14:11,Ghaziabad,148,DRUG OFFENSE,36,F,Blunt Object,Other Crime,2,Yes,2020-04-11,00:00
381,2020-01-19,2020-01-16,20:42,Surat,349,IDENTITY THEFT,69,F,Blunt Object,Violent Crime,6,Yes,2020-02-12,04:00
382,2020-01-17,2020-01-16,10:33,Mumbai,587,IDENTITY THEFT,63,F,Poison,Violent Crime,3,Yes,2020-04-01,10:00
383,2020-01-17,2020-01-16,08:06,Kanpur,102,SEXUAL ASSAULT,38,F,Other,Violent Crime,18,No,,
384,2020-01-19,2020-01-16,02:48,Thane,136,ILLEGAL POSSESSION,73,F,Explosives,Other Crime,9,No,,
385,2020-01-19,2020-01-17,15:49,Pune,203,COUNTERFEITING,57,M,Poison,Other Crime,9,No,,
386,2020-01-19,2020-01-17,06:21,Mumbai,159,IDENTITY THEFT,45,F,Firearm,Violent Crime,11,No,,
387,2020-01-19,2020-01-17,23:14,Indore,210,COUNTERFEITING,13,F,Poison,Other Crime,17,No,,
388,2020-01-19,2020-01-17,01:17,Rajkot,454,TRAFFIC VIOLATION,59,F,Poison,Traffic Fatality,12,Yes,2020-01-24,16:00
389,2020-01-17,2020-01-17,06:55,Pune,118,IDENTITY THEFT,79,F,Other,Violent Crime,19,Yes,2020-04-09,20:00
390,2020-01-19,2020-01-17,11:59,Nagpur,243,COUNTERFEITING,19,M,Explosives,Other Crime,12,No,,
391,2020-01-20,2020-01-17,07:59,Delhi,343,COUNTERFEITING,51,F,Firearm,Other Crime,19,No,,
392,2020-01-19,2020-01-17,17:42,Delhi,409,ILLEGAL POSSESSION,54,F,Knife,Other Crime,17,Yes,2020-03-10,12:00
393,2020-01-19,2020-01-17,13:19,Lucknow,489,VEHICLE - STOLEN,54,M,Poison,Violent Crime,10,No,,
394,2020-01-19,2020-01-17,04:19,Mumbai,524,CYBERCRIME,56,M,Other,Other Crime,9,No,,
395,2020-01-17,2020-01-17,22:19,Ahmedabad,324,SHOPLIFTING,65,F,Other,Other Crime,4,No,,
396,2020-01-18,2020-01-17,01:40,Delhi,161,DOMESTIC VIOLENCE,35,F,Explosives,Violent Crime,8,No,,
397,2020-01-20,2020-01-17,06:50,Chennai,248,BURGLARY,69,M,Explosives,Other Crime,7,No,,
398,2020-01-19,2020-01-17,00:41,Jaipur,367,ROBBERY,78,F,Firearm,Violent Crime,1,Yes,2020-02-27,15:00
399,2020-01-17,2020-01-17,04:02,Kanpur,378,COUNTERFEITING,19,F,Explosives,Other Crime,1,No,,
400,2020-01-19,2020-01-17,09:27,Mumbai,120,TRAFFIC VIOLATION,67,F,Knife,Traffic Fatality,19,No,,
401,2020-01-18,2020-01-17,19:49,Meerut,567,DRUG OFFENSE,66,F,Knife,Other Crime,3,No,,
402,2020-01-18,2020-01-17,03:18,Agra,169,BURGLARY,36,F,None,Other Crime,12,Yes,2020-04-29,05:00
403,2020-01-20,2020-01-17,23:02,Kolkata,505,COUNTERFEITING,52,M,Other,Other Crime,15,No,,
404,2020-01-17,2020-01-17,15:11,Varanasi,280,IDENTITY THEFT,77,F,Explosives,Violent Crime,6,No,,
405,2020-01-19,2020-01-17,00:27,Pune,456,IDENTITY THEFT,38,F,None,Violent Crime,9,Yes,2020-03-31,10:00
406,2020-01-19,2020-01-17,01:42,Srinagar,522,BURGLARY,14,F,Poison,Other Crime,7,Yes,2020-03-25,01:00
407,2020-01-20,2020-01-17,12:06,Hyderabad,305,EXTORTION,69,M,Other,Other Crime,1,No,,
408,2020-01-18,2020-01-17,16:06,Varanasi,491,DOMESTIC VIOLENCE,52,F,Poison,Violent Crime,19,Yes,2020-04-14,17:00
409,2020-01-18,2020-01-18,11:14,Kanpur,219,PUBLIC INTOXICATION,72,M,Explosives,Other Crime,18,No,,
410,2020-01-20,2020-01-18,10:38,Chennai,505,SHOPLIFTING,49,F,Explosives,Other Crime,11,Yes,2020-04-13,09:00
411,2020-01-21,2020-01-18,21:32,Kolkata,500,FIREARM OFFENSE,29,M,Poison,Fire Accident,7,Yes,2020-03-08,01:00
412,2020-01-20,2020-01-18,20:04,Mumbai,129,KIDNAPPING,46,M,Knife,Other Crime,17,Yes,2020-03-28,14:00
413,2020-01-20,2020-01-18,21:47,Bangalore,213,VEHICLE - STOLEN,60,F,Other,Violent Crime,12,Yes,2020-02-19,02:00
414,2020-01-19,2020-01-18,01:23,Delhi,267,FRAUD,30,F,None,Other Crime,14,No,,
415,2020-01-20,2020-01-18,07:58,Patna,371,VEHICLE - STOLEN,52,F,Knife,Violent Crime,2,Yes,2020-03-31,09:00
416,2020-01-21,2020-01-18,19:33,Ahmedabad,481,COUNTERFEITING,23,F,Knife,Other Crime,10,No,,
417,2020-01-18,2020-01-18,13:59,Thane,532,SHOPLIFTING,47,F,Explosives,Other Crime,9,Yes,2020-04-15,09:00
418,2020-01-21,2020-01-18,04:50,Delhi,342,ROBBERY,36,M,Knife,Violent Crime,2,Yes,2020-07-16,02:00
419,2020-01-18,2020-01-18,18:29,Ludhiana,237,DOMESTIC VIOLENCE,40,M,Knife,Violent Crime,16,Yes,2020-03-21,17:00
420,2020-01-19,2020-01-18,23:45,Jaipur,205,ROBBERY,12,F,None,Violent Crime,17,Yes,2020-03-16,20:00
421,2020-01-19,2020-01-18,18:00,Ghaziabad,142,SEXUAL ASSAULT,66,F,None,Violent Crime,15,No,,
422,2020-01-20,2020-01-18,17:06,Chennai,367,BURGLARY,33,F,Other,Other Crime,1,No,,
423,2020-01-18,2020-01-18,03:05,Hyderabad,163,KIDNAPPING,28,M,None,Other Crime,9,Yes,2020-04-06,21:00
424,2020-01-19,2020-01-18,03:08,Mumbai,342,TRAFFIC VIOLATION,40,F,Knife,Traffic Fatality,19,No,,
425,2020-01-20,2020-01-18,03:35,Lucknow,539,ILLEGAL POSSESSION,45,M,None,Other Crime,9,Yes,2020-03-16,03:00
426,2020-01-21,2020-01-18,12:57,Kolkata,176,CYBERCRIME,73,F,Blunt Object,Other Crime,16,No,,
427,2020-01-20,2020-01-18,12:57,Hyderabad,566,EXTORTION,29,F,Explosives,Other Crime,15,Yes,2020-04-08,11:00
428,2020-01-19,2020-01-18,20:36,Bangalore,250,FIREARM OFFENSE,33,F,Poison,Fire Accident,3,Yes,2020-03-23,00:00
429,2020-01-20,2020-01-18,12:48,Hyderabad,557,ILLEGAL POSSESSION,16,M,Other,Other Crime,2,No,,
430,2020-01-19,2020-01-18,20:16,Delhi,471,BURGLARY,46,F,Blunt Object,Other Crime,5,Yes,2020-03-17,18:00
431,2020-01-20,2020-01-18,05:59,Jaipur,232,IDENTITY THEFT,14,F,Other,Violent Crime,9,Yes,2020-02-04,22:00
432,2020-01-21,2020-01-18,08:30,Mumbai,456,ILLEGAL POSSESSION,76,F,Firearm,Other Crime,8,No,,
